step,mloss,gloss,loss,smooth_loss,lr,epsilon
50,1.3063,1.0393,2.3456,2.3456,0.0007691754395460042,
100,1.1507,1.0104,2.1611000000000002,2.3419100000000004,0.0015232690077283612,
150,1.1526,1.0334,2.186,2.3387918000000005,0.0018090902005970335,
200,1.1632,1.0386,2.2018,2.3360519640000006,0.0018046069692322134,
250,1.1667,1.0387,2.2054,2.3334389247200007,0.001796069731222897,
300,1.1533,1.0256,2.1789,2.330348146225601,0.0017835189922243617,
350,1.1585,1.0179,2.1764,2.327269183301089,0.0017670143002902964,
400,1.1511,1.0099,2.161,2.3239437996350674,0.0017466339633419755,
450,1.1581,1.008,2.1661,2.3207869236423657,0.001722474677629632,
500,1.1658,1.0058,2.1715999999999998,2.3178031851695184,0.0016946510689488364,
550,1.1632,1.0033,2.1665,2.314777121466128,0.0016632951487886138,
600,1.1651,1.0047,2.1698,2.3118775790368056,0.001628555687991655,
650,1.1621,1.004,2.1661,2.308962027456069,0.0015905975108983375,
700,1.1566,1.0039,2.1605,2.305992786906948,0.00154960071332356,
750,1.1512,1.0067,2.1578999999999997,2.303030931168809,0.0015057598080767578,
800,1.1516,1.0042,2.1558,2.3000863125454325,0.0014592828020792566,
850,1.1488,1.0061,2.1549,2.297182586294524,0.0014103902094576585,
900,1.1429,1.0052,2.1481000000000003,2.2942009345686336,0.001359314005295726,
950,1.1428,1.0063,2.1491,2.2912989158772605,0.0013062965250087728,
1000,1.1519,1.0057,2.1576,2.288624937559715,0.0012515893145625782,38.12905565844778
1050,1.141,1.0039,2.1449,2.285750438808521,0.0011954519369920555,38.12905565844778
1100,1.1453,1.0066,2.1519,2.2830734300323505,0.0011381507408822532,38.12905565844778
1150,1.1402,1.0055,2.1457,2.2803259614317035,0.0010799575966547327,38.12905565844778
1200,1.1386,1.0076,2.1462000000000003,2.2776434422030696,0.00102114860665512,38.12905565844778
1250,1.139,1.0053,2.1443000000000003,2.2749765733590084,0.0009620027951619335,38.12905565844778
1300,1.1456,1.0051,2.1507,2.2724910418918283,0.0009028007845320505,38.12905565844778
1350,1.1403,1.0033,2.1436,2.269913221053992,0.0008438234637639555,38.12905565844778
1400,1.1329,1.0061,2.1390000000000002,2.267294956632912,0.0007853506557958824,38.12905565844778
1450,1.1435,1.0033,2.1468,2.264885057500254,0.000727659789861972,38.12905565844778
1500,1.1394,1.0052,2.1446,2.2624793563502488,0.000671024585205566,38.12905565844778
1550,1.1305,1.0037,2.1342,2.259913769223244,0.0006157137523948625,38.12905565844778
1600,1.1341,1.0019,2.136,2.257435493838779,0.0005619897184026657,38.12905565844778
1650,1.1335,1.0044,2.1379,2.255044783962003,0.0005101073814991869,38.12905565844778
1700,1.1579,1.0035,2.1614,2.253171888282763,0.0004603129018654191,38.12905565844778
1750,1.1337,1.0014,2.1351,2.250810450517108,0.0004128425336651243,38.12905565844778
1800,1.1397,1.0043,2.144,2.248674241506766,0.000367921504116763,38.12905565844778
1850,1.1345,1.0032,2.1377,2.2464547566766306,0.0003257629448837098,38.12905565844778
1900,1.1207,1.002,2.1227,2.243979661543098,0.00028656688085286567,38.12905565844778
1950,1.1368,1.0006,2.1374,2.241848068312236,0.00025051928109948613,38.12905565844778
2000,1.1245,0.9994,2.1239,2.239489106945991,0.0002177911765410139,62.54307687208835
2050,1.1197,1.0013,2.121,2.237119324807071,0.00018853784846627506,62.54307687208835
2100,1.1164,0.9998,2.1162,2.2347009383109295,0.00016289809179013482,62.54307687208835
2150,1.1311,1.0002,2.1313,2.2326329195447108,0.00014099355652916413,62.54307687208835
2200,1.1281,1.0001,2.1282,2.2305442611538164,0.0001229281706227392,62.54307687208835
2250,1.1214,1.0007,2.1220999999999997,2.22837537593074,0.00010878764683805323,62.54307687208835
2300,1.1237,1.0,2.1237,2.226281868412125,9.863907609856739e-05,62.54307687208835
2350,1.1297,1.0003,2.13,2.224356231043883,9.253060916539141e-05,62.54307687208835
2400,1.1144,0.9995,2.1139,2.222147106423005,9.049122818188285e-05,71.58890794148957
