alpha,mem
0.37700880117749547,0.06326034063260341
0.478609834489802,0.0815535730377579
0.5474152173260041,0.09786428764530955
0.5702622330359557,0.1059745877264125
0.671238472860533,0.1090384788681625
0.7924784476284882,0.1121
0.842329758793668,0.1239974767955303
0.91011384458262,0.1285031990628097
0.9942776291407328,0.1423808236460304
